id,file,date,algorithm,initialization,centroids (k),fuzzy weight (m),stopping_criterion,init_time,algorithm_time,iteration
TEST01,data/affitti30.csv,2020/06/13 05:53:06,kmeans,random,3,-,biggest-diff,0.18276262283325195,104.41400480270386,32
TEST01,data/affitti30.csv,2020/06/13 05:55:56,fuzzy-cmeans,random,3,1.5,biggest-diff,0.18276262283325195,169.8143665790558,49
TEST01,data/affitti30.csv,2020/06/13 05:56:34,fuzzy-cmeans,random,3,3,biggest-diff,0.18276262283325195,38.175607681274414,11
TEST01,data/affitti30.csv,2020/06/13 05:57:40,fuzzy-cmeans,random,3,2,biggest-diff,0.18276262283325195,65.98595952987671,19
TEST01,data/affitti30.csv,2020/06/13 05:58:33,kmeans,random,4,-,biggest-diff,0.18134427070617676,52.24867820739746,16
TEST01,data/affitti30.csv,2020/06/13 06:01:46,fuzzy-cmeans,random,4,1.5,biggest-diff,0.18134427070617676,193.56383275985718,50*
TEST01,data/affitti30.csv,2020/06/13 06:02:38,fuzzy-cmeans,random,4,3,biggest-diff,0.18134427070617676,51.155046224594116,13
TEST01,data/affitti30.csv,2020/06/13 06:04:07,fuzzy-cmeans,random,4,2,biggest-diff,0.18134427070617676,89.27414298057556,23
TEST01,data/affitti30.csv,2020/06/13 06:06:55,kmeans,random,5,-,biggest-diff,0.21435809135437012,167.6462070941925,50*
TEST01,data/affitti30.csv,2020/06/13 06:10:27,fuzzy-cmeans,random,5,1.5,biggest-diff,0.21435809135437012,212.2371687889099,50*
TEST01,data/affitti30.csv,2020/06/13 06:11:31,fuzzy-cmeans,random,5,3,biggest-diff,0.21435809135437012,63.67983031272888,15
TEST01,data/affitti30.csv,2020/06/13 06:13:30,fuzzy-cmeans,random,5,2,biggest-diff,0.21435809135437012,119.24194312095642,28
TEST01,data/affitti70.csv,2020/06/13 06:16:10,kmeans,random,3,-,biggest-diff,0.4460418224334717,159.91657209396362,40
TEST01,data/affitti70.csv,2020/06/13 06:19:06,fuzzy-cmeans,random,3,1.5,biggest-diff,0.4460418224334717,175.2991840839386,29
TEST01,data/affitti70.csv,2020/06/13 06:20:25,fuzzy-cmeans,random,3,3,biggest-diff,0.4460418224334717,79.24317336082458,13
TEST01,data/affitti70.csv,2020/06/13 06:22:49,fuzzy-cmeans,random,3,2,biggest-diff,0.4460418224334717,144.55403184890747,24
TEST01,data/affitti70.csv,2020/06/13 06:24:27,kmeans,random,4,-,biggest-diff,0.5111534595489502,97.2777509689331,24
TEST01,data/affitti70.csv,2020/06/13 06:29:35,fuzzy-cmeans,random,4,1.5,biggest-diff,0.5111534595489502,307.55893635749817,44
TEST01,data/affitti70.csv,2020/06/13 06:31:06,fuzzy-cmeans,random,4,3,biggest-diff,0.5111534595489502,90.96088790893555,13
TEST01,data/affitti70.csv,2020/06/13 06:33:47,fuzzy-cmeans,random,4,2,biggest-diff,0.5111534595489502,160.8393907546997,23
TEST01,data/affitti70.csv,2020/06/13 06:37:15,kmeans,random,5,-,biggest-diff,0.4841892719268799,208.20456099510193,50*
TEST01,data/affitti70.csv,2020/06/13 06:43:56,fuzzy-cmeans,random,5,1.5,biggest-diff,0.4841892719268799,401.2199921607971,50*
TEST01,data/affitti70.csv,2020/06/13 06:45:41,fuzzy-cmeans,random,5,3,biggest-diff,0.4841892719268799,104.84643197059631,13
TEST01,data/affitti70.csv,2020/06/13 06:49:02,fuzzy-cmeans,random,5,2,biggest-diff,0.4841892719268799,200.40850257873535,25
TEST01,data/affitti115.csv,2020/06/13 06:53:03,kmeans,random,3,-,biggest-diff,0.7111601829528809,240.77081489562988,50*
TEST01,data/affitti115.csv,2020/06/13 07:00:30,fuzzy-cmeans,random,3,1.5,biggest-diff,0.7111601829528809,446.93776512145996,50*
TEST01,data/affitti115.csv,2020/06/13 07:02:09,fuzzy-cmeans,random,3,3,biggest-diff,0.7111601829528809,98.97816848754883,11
TEST01,data/affitti115.csv,2020/06/13 07:04:50,fuzzy-cmeans,random,3,2,biggest-diff,0.7111601829528809,160.65437746047974,18
TEST01,data/affitti115.csv,2020/06/13 07:08:58,kmeans,random,4,-,biggest-diff,0.8806149959564209,247.396151304245,50
TEST01,data/affitti115.csv,2020/06/13 07:17:58,fuzzy-cmeans,random,4,1.5,biggest-diff,0.8806149959564209,539.4116125106812,50*
TEST01,data/affitti115.csv,2020/06/13 07:20:18,fuzzy-cmeans,random,4,3,biggest-diff,0.8806149959564209,140.68760681152344,13
TEST01,data/affitti115.csv,2020/06/13 07:24:13,fuzzy-cmeans,random,4,2,biggest-diff,0.8806149959564209,234.76726531982422,22
TEST01,data/affitti115.csv,2020/06/13 07:28:30,kmeans,random,5,-,biggest-diff,0.5550718307495117,256.30678510665894,50*
TEST01,data/affitti115.csv,2020/06/13 07:38:47,fuzzy-cmeans,random,5,1.5,biggest-diff,0.5550718307495117,617.4690945148468,50*
TEST01,data/affitti115.csv,2020/06/13 07:42:09,fuzzy-cmeans,random,5,3,biggest-diff,0.5550718307495117,201.2815237045288,16
TEST01,data/affitti115.csv,2020/06/13 07:48:45,fuzzy-cmeans,random,5,2,biggest-diff,0.5550718307495117,395.9184651374817,32
TEST01,data/affitti15.csv,2020/06/13 07:50:05,kmeans,random,3,-,biggest-diff,0.10652589797973633,80.45553231239319,27
TEST01,data/affitti15.csv,2020/06/13 07:51:39,fuzzy-cmeans,random,3,1.5,biggest-diff,0.10652589797973633,93.72771263122559,37
TEST01,data/affitti15.csv,2020/06/13 07:52:17,fuzzy-cmeans,random,3,3,biggest-diff,0.10652589797973633,37.557331562042236,15
TEST01,data/affitti15.csv,2020/06/13 07:53:23,fuzzy-cmeans,random,3,2,biggest-diff,0.10652589797973633,66.54908895492554,26
TEST01,data/affitti15.csv,2020/06/13 07:55:41,kmeans,random,4,-,biggest-diff,0.05233144760131836,138.2506856918335,46
TEST01,data/affitti15.csv,2020/06/13 07:57:49,fuzzy-cmeans,random,4,1.5,biggest-diff,0.05233144760131836,127.35309982299805,47
TEST01,data/affitti15.csv,2020/06/13 07:58:24,fuzzy-cmeans,random,4,3,biggest-diff,0.05233144760131836,35.31210732460022,13
TEST01,data/affitti15.csv,2020/06/13 07:59:29,fuzzy-cmeans,random,4,2,biggest-diff,0.05233144760131836,64.91139841079712,24
TEST01,data/affitti15.csv,2020/06/13 08:02:02,kmeans,random,5,-,biggest-diff,0.09106898307800293,153.15822172164917,50*
TEST01,data/affitti15.csv,2020/06/13 08:04:26,fuzzy-cmeans,random,5,1.5,biggest-diff,0.09106898307800293,143.73560070991516,50*
TEST01,data/affitti15.csv,2020/06/13 08:05:09,fuzzy-cmeans,random,5,3,biggest-diff,0.09106898307800293,43.400171995162964,15
TEST01,data/affitti15.csv,2020/06/13 08:06:36,fuzzy-cmeans,random,5,2,biggest-diff,0.09106898307800293,86.49640798568726,30
TEST01,data/affitti30.csv,2020/06/13 08:07:51,kmeans,random,3,-,biggest-diff,0.21702885627746582,75.28482246398926,23
TEST01,data/affitti30.csv,2020/06/13 08:09:32,fuzzy-cmeans,random,3,1.5,biggest-diff,0.21702885627746582,100.6605396270752,29
TEST01,data/affitti30.csv,2020/06/13 08:10:21,fuzzy-cmeans,random,3,3,biggest-diff,0.21702885627746582,48.699835777282715,14
TEST01,data/affitti30.csv,2020/06/13 08:11:44,fuzzy-cmeans,random,3,2,biggest-diff,0.21702885627746582,83.00516629219055,24
TEST01,data/affitti30.csv,2020/06/13 08:13:00,kmeans,random,4,-,biggest-diff,0.21491575241088867,76.21702933311462,23
TEST01,data/affitti30.csv,2020/06/13 08:16:14,fuzzy-cmeans,random,4,1.5,biggest-diff,0.21491575241088867,193.3170244693756,50*
TEST01,data/affitti30.csv,2020/06/13 08:17:04,fuzzy-cmeans,random,4,3,biggest-diff,0.21491575241088867,50.74023413658142,13
TEST01,data/affitti30.csv,2020/06/13 08:18:29,fuzzy-cmeans,random,4,2,biggest-diff,0.21491575241088867,84.81035614013672,22
TEST01,data/affitti30.csv,2020/06/13 08:21:16,kmeans,random,5,-,biggest-diff,0.20952725410461426,167.0205466747284,50*
TEST01,data/affitti30.csv,2020/06/13 08:24:49,fuzzy-cmeans,random,5,1.5,biggest-diff,0.20952725410461426,212.15180087089539,50*
TEST01,data/affitti30.csv,2020/06/13 08:25:53,fuzzy-cmeans,random,5,3,biggest-diff,0.20952725410461426,64.08934020996094,15
TEST01,data/affitti30.csv,2020/06/13 08:27:49,fuzzy-cmeans,random,5,2,biggest-diff,0.20952725410461426,116.2311155796051,27
TEST01,data/affitti70.csv,2020/06/13 08:30:08,kmeans,random,3,-,biggest-diff,0.45111608505249023,138.90530252456665,35
TEST01,data/affitti70.csv,2020/06/13 08:33:35,fuzzy-cmeans,random,3,1.5,biggest-diff,0.45111608505249023,206.275239944458,34
TEST01,data/affitti70.csv,2020/06/13 08:35:00,fuzzy-cmeans,random,3,3,biggest-diff,0.45111608505249023,85.22812795639038,14
TEST01,data/affitti70.csv,2020/06/13 08:37:30,fuzzy-cmeans,random,3,2,biggest-diff,0.45111608505249023,150.23967099189758,25
TEST01,data/affitti70.csv,2020/06/13 08:40:05,kmeans,random,4,-,biggest-diff,0.32882165908813477,154.53683924674988,38
TEST01,data/affitti70.csv,2020/06/13 08:45:53,fuzzy-cmeans,random,4,1.5,biggest-diff,0.32882165908813477,348.36518239974976,50*
TEST01,data/affitti70.csv,2020/06/13 08:47:24,fuzzy-cmeans,random,4,3,biggest-diff,0.32882165908813477,91.1705412864685,13
TEST01,data/affitti70.csv,2020/06/13 08:50:05,fuzzy-cmeans,random,4,2,biggest-diff,0.32882165908813477,160.86862897872925,23
TEST01,data/affitti70.csv,2020/06/13 08:53:34,kmeans,random,5,-,biggest-diff,0.4649848937988281,208.4341061115265,50*
TEST01,data/affitti70.csv,2020/06/13 09:00:14,fuzzy-cmeans,random,5,1.5,biggest-diff,0.4649848937988281,399.38684582710266,50*
TEST01,data/affitti70.csv,2020/06/13 09:01:58,fuzzy-cmeans,random,5,3,biggest-diff,0.4649848937988281,104.48212885856628,13
TEST01,data/affitti70.csv,2020/06/13 09:05:10,fuzzy-cmeans,random,5,2,biggest-diff,0.4649848937988281,191.40947318077087,24
TEST01,data/affitti115.csv,2020/06/13 09:09:07,kmeans,random,3,-,biggest-diff,0.545245885848999,237.33309602737427,49
TEST01,data/affitti115.csv,2020/06/13 09:14:03,fuzzy-cmeans,random,3,1.5,biggest-diff,0.545245885848999,295.6691267490387,33
TEST01,data/affitti115.csv,2020/06/13 09:16:09,fuzzy-cmeans,random,3,3,biggest-diff,0.545245885848999,126.04405283927917,14
TEST01,data/affitti115.csv,2020/06/13 09:20:04,fuzzy-cmeans,random,3,2,biggest-diff,0.545245885848999,235.2528259754181,26
TEST01,data/affitti115.csv,2020/06/13 09:24:14,kmeans,random,4,-,biggest-diff,0.8266129493713379,249.04308915138245,50*
TEST01,data/affitti115.csv,2020/06/13 09:32:41,fuzzy-cmeans,random,4,1.5,biggest-diff,0.8266129493713379,506.86521339416504,43
TEST01,data/affitti115.csv,2020/06/13 09:35:55,fuzzy-cmeans,random,4,3,biggest-diff,0.8266129493713379,193.88698506355286,15
TEST01,data/affitti115.csv,2020/06/13 09:40:49,fuzzy-cmeans,random,4,2,biggest-diff,0.8266129493713379,294.0868191719055,27
TEST01,data/affitti115.csv,2020/06/13 09:45:05,kmeans,random,5,-,biggest-diff,0.5640292167663574,255.22480368614197,50*
TEST01,data/affitti115.csv,2020/06/13 09:56:07,fuzzy-cmeans,random,5,1.5,biggest-diff,0.5640292167663574,661.7637739181519,50*
TEST01,data/affitti115.csv,2020/06/13 09:59:40,fuzzy-cmeans,random,5,3,biggest-diff,0.5640292167663574,212.9882471561432,16
TEST01,data/affitti115.csv,2020/06/13 10:06:26,fuzzy-cmeans,random,5,2,biggest-diff,0.5640292167663574,406.4321186542511,32
TEST01,data/affitti15.csv,2020/06/13 12:26:47,kmeans,plusplus,3,-,biggest-diff,4.3024115562438965,86.33630132675171,28
TEST01,data/affitti15.csv,2020/06/13 12:27:59,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,4.3024115562438965,71.35815286636353,28
TEST01,data/affitti15.csv,2020/06/13 12:28:32,fuzzy-cmeans,plusplus,3,3,biggest-diff,4.3024115562438965,33.20938491821289,13
TEST01,data/affitti15.csv,2020/06/13 12:29:34,fuzzy-cmeans,plusplus,3,2,biggest-diff,4.3024115562438965,61.86539602279663,24
TEST01,data/affitti15.csv,2020/06/13 12:32:09,kmeans,plusplus,4,-,biggest-diff,6.245537519454956,149.0146894454956,48
TEST01,data/affitti15.csv,2020/06/13 12:34:25,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,6.245537519454956,136.14367532730103,50*
TEST01,data/affitti15.csv,2020/06/13 12:35:01,fuzzy-cmeans,plusplus,4,3,biggest-diff,6.245537519454956,35.63544845581055,13
TEST01,data/affitti15.csv,2020/06/13 12:36:07,fuzzy-cmeans,plusplus,4,2,biggest-diff,6.245537519454956,65.97677040100098,24
TEST01,data/affitti15.csv,2020/06/13 12:38:52,kmeans,plusplus,5,-,biggest-diff,8.192994594573975,156.44593739509583,50*
TEST01,data/affitti15.csv,2020/06/13 12:41:21,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,8.192994594573975,149.46231198310852,50*
TEST01,data/affitti15.csv,2020/06/13 12:42:09,fuzzy-cmeans,plusplus,5,3,biggest-diff,8.192994594573975,48.500431060791016,16
TEST01,data/affitti15.csv,2020/06/13 12:43:45,fuzzy-cmeans,plusplus,5,2,biggest-diff,8.192994594573975,95.48156642913818,32
TEST01,data/affitti30.csv,2020/06/13 12:45:12,kmeans,plusplus,3,-,biggest-diff,5.840554237365723,81.0874080657959,24
TEST01,data/affitti30.csv,2020/06/13 12:48:10,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,5.840554237365723,177.66676783561707,50
TEST01,data/affitti30.csv,2020/06/13 12:48:52,fuzzy-cmeans,plusplus,3,3,biggest-diff,5.840554237365723,42.75352954864502,12
TEST01,data/affitti30.csv,2020/06/13 12:50:03,fuzzy-cmeans,plusplus,3,2,biggest-diff,5.840554237365723,70.2542884349823,20
TEST01,data/affitti30.csv,2020/06/13 12:51:20,kmeans,plusplus,4,-,biggest-diff,8.08905553817749,69.00715827941895,20
TEST01,data/affitti30.csv,2020/06/13 12:54:38,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,8.08905553817749,198.059574842453,50*
TEST01,data/affitti30.csv,2020/06/13 12:55:33,fuzzy-cmeans,plusplus,4,3,biggest-diff,8.08905553817749,55.29829525947571,14
TEST01,data/affitti30.csv,2020/06/13 12:57:03,fuzzy-cmeans,plusplus,4,2,biggest-diff,8.08905553817749,90.12176609039307,23
TEST01,data/affitti30.csv,2020/06/13 13:00:10,kmeans,plusplus,5,-,biggest-diff,10.80764651298523,176.0649836063385,50*
TEST01,data/affitti30.csv,2020/06/13 13:03:54,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,10.80764651298523,223.70552396774292,50*
TEST01,data/affitti30.csv,2020/06/13 13:05:20,fuzzy-cmeans,plusplus,5,3,biggest-diff,10.80764651298523,86.0914397239685,20
TEST01,data/affitti30.csv,2020/06/13 13:08:54,fuzzy-cmeans,plusplus,5,2,biggest-diff,10.80764651298523,213.88508415222168,50
TEST01,data/affitti70.csv,2020/06/13 13:10:10,kmeans,plusplus,3,-,biggest-diff,8.987983703613281,67.27566742897034,17
TEST01,data/affitti70.csv,2020/06/13 13:14:00,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,8.987983703613281,229.77569365501404,38
TEST01,data/affitti70.csv,2020/06/13 13:15:25,fuzzy-cmeans,plusplus,3,3,biggest-diff,8.987983703613281,85.40780377388,14
TEST01,data/affitti70.csv,2020/06/13 13:17:50,fuzzy-cmeans,plusplus,3,2,biggest-diff,8.987983703613281,144.3342022895813,24
TEST01,data/affitti70.csv,2020/06/13 13:19:48,kmeans,plusplus,4,-,biggest-diff,12.83696985244751,105.29257345199585,26
TEST01,data/affitti70.csv,2020/06/13 13:25:37,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,12.83696985244751,349.12633299827576,49
TEST01,data/affitti70.csv,2020/06/13 13:27:43,fuzzy-cmeans,plusplus,4,3,biggest-diff,12.83696985244751,126.39289236068726,18
TEST01,data/affitti70.csv,2020/06/13 13:32:16,fuzzy-cmeans,plusplus,4,2,biggest-diff,12.83696985244751,272.93065667152405,39
TEST01,data/affitti70.csv,2020/06/13 13:36:01,kmeans,plusplus,5,-,biggest-diff,16.57707905769348,208.0514211654663,50*
TEST01,data/affitti70.csv,2020/06/13 13:42:41,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,16.57707905769348,400.5149323940277,50*
TEST01,data/affitti70.csv,2020/06/13 13:44:26,fuzzy-cmeans,plusplus,5,3,biggest-diff,16.57707905769348,104.26169013977051,13
TEST01,data/affitti70.csv,2020/06/13 13:47:29,fuzzy-cmeans,plusplus,5,2,biggest-diff,16.57707905769348,183.29295372962952,23
TEST01,data/affitti115.csv,2020/06/13 13:49:38,kmeans,plusplus,3,-,biggest-diff,13.362216711044312,115.98026823997498,24
TEST01,data/affitti115.csv,2020/06/13 13:56:12,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,13.362216711044312,393.42583322525024,43
TEST01,data/affitti115.csv,2020/06/13 13:57:53,fuzzy-cmeans,plusplus,3,3,biggest-diff,13.362216711044312,101.53670954704285,11
TEST01,data/affitti115.csv,2020/06/13 14:00:55,fuzzy-cmeans,plusplus,3,2,biggest-diff,13.362216711044312,182.05296277999878,20
TEST01,data/affitti115.csv,2020/06/13 14:02:45,kmeans,plusplus,4,-,biggest-diff,17.719380855560303,92.2072012424469,18
TEST01,data/affitti115.csv,2020/06/13 14:13:29,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,17.719380855560303,644.1122417449951,50
TEST01,data/affitti115.csv,2020/06/13 14:16:50,fuzzy-cmeans,plusplus,4,3,biggest-diff,17.719380855560303,200.98943710327148,17
TEST01,data/affitti115.csv,2020/06/13 14:23:16,fuzzy-cmeans,plusplus,4,2,biggest-diff,17.719380855560303,385.68856406211853,32
TEST01,data/affitti115.csv,2020/06/13 14:27:55,kmeans,plusplus,5,-,biggest-diff,22.88000512123108,256.1440010070801,50*
TEST01,data/affitti115.csv,2020/06/13 14:38:20,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,22.88000512123108,624.557047367096,50*
TEST01,data/affitti115.csv,2020/06/13 14:41:45,fuzzy-cmeans,plusplus,5,3,biggest-diff,22.88000512123108,205.6247444152832,16
TEST01,data/affitti115.csv,2020/06/13 14:47:56,fuzzy-cmeans,plusplus,5,2,biggest-diff,22.88000512123108,370.84541368484497,30
TEST4passate,data/affitti15.csv,2020/06/13 19:26:25,kmeans,plusplus,3,-,biggest-diff,4.54232382774353,70.94530940055847,24
TEST4passate,data/affitti15.csv,2020/06/13 19:28:32,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,4.54232382774353,126.69676375389099,50*
TEST4passate,data/affitti15.csv,2020/06/13 19:29:05,fuzzy-cmeans,plusplus,3,3,biggest-diff,4.54232382774353,32.953136920928955,13
TEST4passate,data/affitti15.csv,2020/06/13 19:30:01,fuzzy-cmeans,plusplus,3,2,biggest-diff,4.54232382774353,56.235432863235474,22
TEST4passate,data/affitti15.csv,2020/06/13 19:31:50,kmeans,plusplus,4,-,biggest-diff,6.106093168258667,102.39673185348511,34
TEST4passate,data/affitti15.csv,2020/06/13 19:34:06,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,6.106093168258667,135.9614133834839,50*
TEST4passate,data/affitti15.csv,2020/06/13 19:34:41,fuzzy-cmeans,plusplus,4,3,biggest-diff,6.106093168258667,35.59381461143494,13
TEST4passate,data/affitti15.csv,2020/06/13 19:35:38,fuzzy-cmeans,plusplus,4,2,biggest-diff,6.106093168258667,56.569891929626465,21
TEST4passate,data/affitti15.csv,2020/06/13 19:38:19,kmeans,plusplus,5,-,biggest-diff,8.187861919403076,153.01307892799377,50*
TEST4passate,data/affitti15.csv,2020/06/13 19:40:42,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,8.187861919403076,143.2960877418518,50*
TEST4passate,data/affitti15.csv,2020/06/13 19:41:29,fuzzy-cmeans,plusplus,5,3,biggest-diff,8.187861919403076,46.31006050109863,16
TEST4passate,data/affitti15.csv,2020/06/13 19:42:52,fuzzy-cmeans,plusplus,5,2,biggest-diff,8.187861919403076,83.44313097000122,29
TEST4passate,data/affitti30.csv,2020/06/13 19:44:29,kmeans,plusplus,3,-,biggest-diff,5.581289768218994,91.61857867240906,28
TEST4passate,data/affitti30.csv,2020/06/13 19:46:52,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,5.581289768218994,142.10768294334412,41
TEST4passate,data/affitti30.csv,2020/06/13 19:47:30,fuzzy-cmeans,plusplus,3,3,biggest-diff,5.581289768218994,38.05404758453369,11
TEST4passate,data/affitti30.csv,2020/06/13 19:48:35,fuzzy-cmeans,plusplus,3,2,biggest-diff,5.581289768218994,65.84202837944031,19
TEST4passate,data/affitti30.csv,2020/06/13 19:49:46,kmeans,plusplus,4,-,biggest-diff,7.804826021194458,62.26646161079407,19
TEST4passate,data/affitti30.csv,2020/06/13 19:51:51,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,7.804826021194458,125.23742723464966,32
TEST4passate,data/affitti30.csv,2020/06/13 19:52:58,fuzzy-cmeans,plusplus,4,3,biggest-diff,7.804826021194458,66.99435043334961,17
TEST4passate,data/affitti30.csv,2020/06/13 19:55:07,fuzzy-cmeans,plusplus,4,2,biggest-diff,7.804826021194458,129.00690984725952,33
TEST4passate,data/affitti30.csv,2020/06/13 19:58:05,kmeans,plusplus,5,-,biggest-diff,10.343871593475342,167.39253544807434,50*
TEST4passate,data/affitti30.csv,2020/06/13 20:01:37,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,10.343871593475342,212.11156249046326,50*
TEST4passate,data/affitti30.csv,2020/06/13 20:02:32,fuzzy-cmeans,plusplus,5,3,biggest-diff,10.343871593475342,55.78564095497131,13
TEST4passate,data/affitti30.csv,2020/06/13 20:04:19,fuzzy-cmeans,plusplus,5,2,biggest-diff,10.343871593475342,106.46012926101685,25
TEST4passate,data/affitti70.csv,2020/06/13 20:07:31,kmeans,plusplus,3,-,biggest-diff,9.192747592926025,183.2827115058899,46
TEST4passate,data/affitti70.csv,2020/06/13 20:12:33,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,9.192747592926025,301.89221239089966,50*
TEST4passate,data/affitti70.csv,2020/06/13 20:13:53,fuzzy-cmeans,plusplus,3,3,biggest-diff,9.192747592926025,79.45918226242065,13
TEST4passate,data/affitti70.csv,2020/06/13 20:16:05,fuzzy-cmeans,plusplus,3,2,biggest-diff,9.192747592926025,132.44437217712402,22
TEST4passate,data/affitti70.csv,2020/06/13 20:18:04,kmeans,plusplus,4,-,biggest-diff,12.933249473571777,105.34528136253357,26
TEST4passate,data/affitti70.csv,2020/06/13 20:23:51,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,12.933249473571777,347.8883752822876,50
TEST4passate,data/affitti70.csv,2020/06/13 20:25:29,fuzzy-cmeans,plusplus,4,3,biggest-diff,12.933249473571777,97.95218515396118,14
TEST4passate,data/affitti70.csv,2020/06/13 20:28:37,fuzzy-cmeans,plusplus,4,2,biggest-diff,12.933249473571777,188.03546905517578,27
TEST4passate,data/affitti70.csv,2020/06/13 20:32:21,kmeans,plusplus,5,-,biggest-diff,16.355538606643677,207.12126278877258,50*
TEST4passate,data/affitti70.csv,2020/06/13 20:39:04,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,16.355538606643677,402.69490909576416,50*
TEST4passate,data/affitti70.csv,2020/06/13 20:41:53,fuzzy-cmeans,plusplus,5,3,biggest-diff,16.355538606643677,169.27656364440918,21
TEST4passate,data/affitti70.csv,2020/06/13 20:48:16,fuzzy-cmeans,plusplus,5,2,biggest-diff,16.355538606643677,383.0683562755585,48
TEST4passate,data/affitti115.csv,2020/06/13 20:52:30,kmeans,plusplus,3,-,biggest-diff,13.129753828048706,240.3400616645813,50*
TEST4passate,data/affitti115.csv,2020/06/13 20:57:16,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,13.129753828048706,286.90549516677856,32
TEST4passate,data/affitti115.csv,2020/06/13 20:59:14,fuzzy-cmeans,plusplus,3,3,biggest-diff,13.129753828048706,117.43395733833313,13
TEST4passate,data/affitti115.csv,2020/06/13 21:02:48,fuzzy-cmeans,plusplus,3,2,biggest-diff,13.129753828048706,214.2729206085205,24
TEST4passate,data/affitti115.csv,2020/06/13 21:06:39,kmeans,plusplus,4,-,biggest-diff,17.948509216308594,213.30613923072815,43
TEST4passate,data/affitti115.csv,2020/06/13 21:16:15,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,17.948509216308594,575.6795070171356,50
TEST4passate,data/affitti115.csv,2020/06/13 21:18:37,fuzzy-cmeans,plusplus,4,3,biggest-diff,17.948509216308594,141.9627809524536,13
TEST4passate,data/affitti115.csv,2020/06/13 21:23:04,fuzzy-cmeans,plusplus,4,2,biggest-diff,17.948509216308594,266.65087366104126,24
TEST4passate,data/affitti115.csv,2020/06/13 21:27:41,kmeans,plusplus,5,-,biggest-diff,23.162837266921997,254.43567037582397,50*
TEST4passate,data/affitti115.csv,2020/06/13 21:38:09,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,23.162837266921997,627.9468214511871,50*
TEST4passate,data/affitti115.csv,2020/06/13 21:41:11,fuzzy-cmeans,plusplus,5,3,biggest-diff,23.162837266921997,181.36361956596375,14
TEST4passate,data/affitti115.csv,2020/06/13 21:46:27,fuzzy-cmeans,plusplus,5,2,biggest-diff,23.162837266921997,316.2228662967682,26
TEST4passate,data/affitti15.csv,2020/06/13 21:47:58,kmeans,plusplus,3,-,biggest-diff,4.398147821426392,86.6050341129303,29
TEST4passate,data/affitti15.csv,2020/06/13 21:50:04,fuzzy-cmeans,plusplus,3,1.5,biggest-diff,4.398147821426392,126.37341403961182,50
TEST4passate,data/affitti15.csv,2020/06/13 21:50:22,fuzzy-cmeans,plusplus,3,3,biggest-diff,4.398147821426392,17.81329369544983,7
TEST4passate,data/affitti15.csv,2020/06/13 21:50:48,fuzzy-cmeans,plusplus,3,2,biggest-diff,4.398147821426392,25.456563234329224,10
TEST4passate,data/affitti15.csv,2020/06/13 21:51:55,kmeans,plusplus,4,-,biggest-diff,6.301950693130493,60.94104266166687,20
TEST4passate,data/affitti15.csv,2020/06/13 21:53:13,fuzzy-cmeans,plusplus,4,1.5,biggest-diff,6.301950693130493,78.52518653869629,29
TEST4passate,data/affitti15.csv,2020/06/13 21:54:02,fuzzy-cmeans,plusplus,4,3,biggest-diff,6.301950693130493,48.662158489227295,18
TEST4passate,data/affitti15.csv,2020/06/13 21:55:37,fuzzy-cmeans,plusplus,4,2,biggest-diff,6.301950693130493,94.86072540283203,35
TEST4passate,data/affitti15.csv,2020/06/13 21:58:18,kmeans,plusplus,5,-,biggest-diff,7.9772279262542725,153.3748848438263,50*
TEST4passate,data/affitti15.csv,2020/06/13 22:00:41,fuzzy-cmeans,plusplus,5,1.5,biggest-diff,7.9772279262542725,142.96863722801208,50*
TEST4passate,data/affitti15.csv,2020/06/13 22:01:30,fuzzy-cmeans,plusplus,5,3,biggest-diff,7.9772279262542725,49.0103440284729,17
TEST4passate,data/affitti15.csv,2020/06/13 22:03:05,fuzzy-cmeans,plusplus,5,2,biggest-diff,7.9772279262542725,95.25001120567322,33
TEST4passate,data/affitti30.csv,2020/06/13 22:05:35,kmeans,plusplus,3,-,biggest-diff,5.93171238899231,143.150648355484,44
